"store";"websites";"attribute_set";"type";"category_ids";"sku";"has_options";"name";"image";"small_image";"thumbnail";"url_key";"options_container";"price";"weight";"status";"visibility";"tax_class_id";"description";"short_description";"qty";"min_qty";"use_config_min_qty";"is_qty_decimal";"backorders";"use_config_backorders";"min_sale_qty";"use_config_min_sale_qty";"max_sale_qty";"use_config_max_sale_qty";"is_in_stock";"low_stock_date";"notify_stock_qty";"use_config_notify_stock_qty";"manage_stock";"use_config_manage_stock";"stock_status_changed_auto";"use_config_qty_increments";"qty_increments";"use_config_enable_qty_inc";"enable_qty_increments";"is_decimal_divided";"stock_status_changed_automatically";"use_config_enable_qty_increments";"product_name";"store_id";"product_type_id";"product_status_changed";"product_changed_websites"
"default";"base";"Default";"simple";"2,58,60";"SKU10001_9";"1";"Mink Mix lashes-16lines-9";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-9";"Block after Info Column";"22.5000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-9";"1";"simple";"";""
"default";"base";"Default";"simple";"2,58,60";"SKU10001_10";"1";"Mink Mix lashes-16lines-10";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-10";"Block after Info Column";"23.5000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-10";"1";"simple";"";""
"default";"base";"Default";"simple";"2,61,62";"SKU10001_11";"1";"Mink Mix lashes-16lines-11";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-11";"Block after Info Column";"24.5000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-11";"1";"simple";"";""
"default";"base";"Default";"simple";"2,61,62";"SKU10001_12";"1";"Mink Mix lashes-16lines-12";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-12";"Block after Info Column";"17.8000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-12";"1";"simple";"";""
"default";"base";"Default";"simple";"2,61,62";"SKU10001_13";"1";"Mink Mix lashes-16lines-13";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-13";"Block after Info Column";"18.8000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-13";"1";"simple";"";""
"default";"base";"Default";"simple";"2,61,62";"SKU10001_14";"1";"Mink Mix lashes-16lines-14";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-14";"Block after Info Column";"19.8000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-14";"1";"simple";"";""
"default";"base";"Default";"simple";"2,61,62";"SKU10001_15";"1";"Mink Mix lashes-16lines-15";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-15";"Block after Info Column";"20.8000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-15";"1";"simple";"";""
"default";"base";"Default";"simple";"2,61,63";"SKU10001_16";"1";"Mink Mix lashes-16lines-16";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"/v/o/volume-lashes.jpg";"mink-mix-lashes-16lines-16";"Block after Info Column";"21.8000";"1.0000";"Enabled";"Not Visible Individually";"Taxable Goods";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"<p>Maailman ensimmäiset laser menetelmällä tehdyt minkkiripset. Ne pysyvät huomattavasti pidempään kuin klassiset ripset. Niiden salaisuus on laser menetelmällä tehdyt mikroskooppiset urat vaaka- ja pystysuunnassa. Tämän ansiosta kiinnityksen pinta-alaa saadaan suuremmaksi, jolloin niiden pysyvyys on merkittävästi parempi. Lisäksi laser lash ripset ovat upeammat ja pehmeämmät, sekä kevyemmät.</p><p>Miksi vaihtaa laser lash ripsiin?- Loistavan kiinnityksen myötä teet asiakkaalle ripset nopeammin ja helpommin<br />- Kiinnittyy ja pysyy asiakkaan luonnollisissa ripsissä huomattavasti pidempään (1.5 kertaa kauemmin)<br />- Niiden ulkonäkö takaa varmasti tyytyväisen asiakkaan<br />- Upeat ripset markkinoivat palvelujasi tehokkaimmin, jonka myötä asiakasmääräsi varmasti kasvavat<br />- Nostat ripsienpidennyspalveluitesi laatua uudelle tasolle</p>";"1000.0000";"0.0000";"1";"0";"0";"1";"1.0000";"1";"0.0000";"1";"1";"";"";"1";"0";"1";"0";"1";"0.0000";"1";"0";"0";"0";"1";"Mink Mix lashes-16lines-16";"1";"simple";"";""
